cluster_rep,cluster_member,memberContig,repContig,orfN
48227_LNBYT5954Z_1,48227_LNBYT5954Z_1,48227_LNBYT5954Z,48227_LNBYT5954Z,1
48227_LNBYT5954Z_2,48227_LNBYT5954Z_2,48227_LNBYT5954Z,48227_LNBYT5954Z,2
48385_LNBYT5954Z_1,48385_LNBYT5954Z_1,48385_LNBYT5954Z,48385_LNBYT5954Z,1
48385_LNBYT5954Z_2,48385_LNBYT5954Z_2,48385_LNBYT5954Z,48385_LNBYT5954Z,2
48434_LNBYT5954Z_1,48434_LNBYT5954Z_1,48434_LNBYT5954Z,48434_LNBYT5954Z,1
48434_LNBYT5954Z_2,48434_LNBYT5954Z_2,48434_LNBYT5954Z,48434_LNBYT5954Z,2
49735_LNBYT5954Z_1,49735_LNBYT5954Z_1,49735_LNBYT5954Z,49735_LNBYT5954Z,1
49735_LNBYT5954Z_2,49735_LNBYT5954Z_2,49735_LNBYT5954Z,49735_LNBYT5954Z,2
49735_LNBYT5954Z_3,49735_LNBYT5954Z_3,49735_LNBYT5954Z,49735_LNBYT5954Z,3
49899_LNBYT5954Z_1,49899_LNBYT5954Z_1,49899_LNBYT5954Z,49899_LNBYT5954Z,1
50144_LNBYT5954Z_1,50144_LNBYT5954Z_1,50144_LNBYT5954Z,50144_LNBYT5954Z,1
50144_LNBYT5954Z_2,50144_LNBYT5954Z_2,50144_LNBYT5954Z,50144_LNBYT5954Z,2
50144_LNBYT5954Z_3,50144_LNBYT5954Z_3,50144_LNBYT5954Z,50144_LNBYT5954Z,3
50236_LNBYT5954Z_1,50236_LNBYT5954Z_1,50236_LNBYT5954Z,50236_LNBYT5954Z,1
50400_LNBYT5954Z_1,50400_LNBYT5954Z_1,50400_LNBYT5954Z,50400_LNBYT5954Z,1
50526_LNBYT5954Z_1,50526_LNBYT5954Z_1,50526_LNBYT5954Z,50526_LNBYT5954Z,1
50765_LNBYT5954Z_1,50765_LNBYT5954Z_1,50765_LNBYT5954Z,50765_LNBYT5954Z,1
50765_LNBYT5954Z_1,46695_LNBYT5954Z_1,46695_LNBYT5954Z,50765_LNBYT5954Z,1
51250_LNBYT5954Z_1,51250_LNBYT5954Z_1,51250_LNBYT5954Z,51250_LNBYT5954Z,1
51455_LNBYT5954Z_1,51455_LNBYT5954Z_1,51455_LNBYT5954Z,51455_LNBYT5954Z,1
52071_LNBYT5954Z_1,52071_LNBYT5954Z_1,52071_LNBYT5954Z,52071_LNBYT5954Z,1
52071_LNBYT5954Z_2,52071_LNBYT5954Z_2,52071_LNBYT5954Z,52071_LNBYT5954Z,2
52150_LNBYT5954Z_1,52150_LNBYT5954Z_1,52150_LNBYT5954Z,52150_LNBYT5954Z,1
52150_LNBYT5954Z_2,52150_LNBYT5954Z_2,52150_LNBYT5954Z,52150_LNBYT5954Z,2
52485_LNBYT5954Z_1,52485_LNBYT5954Z_1,52485_LNBYT5954Z,52485_LNBYT5954Z,1
52485_LNBYT5954Z_2,52485_LNBYT5954Z_2,52485_LNBYT5954Z,52485_LNBYT5954Z,2
52545_LNBYT5954Z_1,52545_LNBYT5954Z_1,52545_LNBYT5954Z,52545_LNBYT5954Z,1
52545_LNBYT5954Z_2,52545_LNBYT5954Z_2,52545_LNBYT5954Z,52545_LNBYT5954Z,2
52545_LNBYT5954Z_3,52545_LNBYT5954Z_3,52545_LNBYT5954Z,52545_LNBYT5954Z,3
52624_LNBYT5954Z_1,52624_LNBYT5954Z_1,52624_LNBYT5954Z,52624_LNBYT5954Z,1
52743_LNBYT5954Z_1,52743_LNBYT5954Z_1,52743_LNBYT5954Z,52743_LNBYT5954Z,1
52743_LNBYT5954Z_2,52743_LNBYT5954Z_2,52743_LNBYT5954Z,52743_LNBYT5954Z,2
52787_LNBYT5954Z_1,52787_LNBYT5954Z_1,52787_LNBYT5954Z,52787_LNBYT5954Z,1
52787_LNBYT5954Z_2,52787_LNBYT5954Z_2,52787_LNBYT5954Z,52787_LNBYT5954Z,2
52800_LNBYT5954Z_1,52800_LNBYT5954Z_1,52800_LNBYT5954Z,52800_LNBYT5954Z,1
52820_LNBYT5954Z_1,52820_LNBYT5954Z_1,52820_LNBYT5954Z,52820_LNBYT5954Z,1
53349_LNBYT5954Z_1,53349_LNBYT5954Z_1,53349_LNBYT5954Z,53349_LNBYT5954Z,1
53349_LNBYT5954Z_2,53349_LNBYT5954Z_2,53349_LNBYT5954Z,53349_LNBYT5954Z,2
53531_LNBYT5954Z_1,53531_LNBYT5954Z_1,53531_LNBYT5954Z,53531_LNBYT5954Z,1
53531_LNBYT5954Z_2,53531_LNBYT5954Z_2,53531_LNBYT5954Z,53531_LNBYT5954Z,2
53602_LNBYT5954Z_1,53602_LNBYT5954Z_1,53602_LNBYT5954Z,53602_LNBYT5954Z,1
53602_LNBYT5954Z_2,53602_LNBYT5954Z_2,53602_LNBYT5954Z,53602_LNBYT5954Z,2
53652_LNBYT5954Z_1,53652_LNBYT5954Z_1,53652_LNBYT5954Z,53652_LNBYT5954Z,1
53697_LNBYT5954Z_1,53697_LNBYT5954Z_1,53697_LNBYT5954Z,53697_LNBYT5954Z,1
53697_LNBYT5954Z_2,53697_LNBYT5954Z_2,53697_LNBYT5954Z,53697_LNBYT5954Z,2
53757_LNBYT5954Z_1,53757_LNBYT5954Z_1,53757_LNBYT5954Z,53757_LNBYT5954Z,1
53757_LNBYT5954Z_2,53757_LNBYT5954Z_2,53757_LNBYT5954Z,53757_LNBYT5954Z,2
53840_LNBYT5954Z_1,53840_LNBYT5954Z_1,53840_LNBYT5954Z,53840_LNBYT5954Z,1
53840_LNBYT5954Z_2,53840_LNBYT5954Z_2,53840_LNBYT5954Z,53840_LNBYT5954Z,2
54408_LNBYT5954Z_1,54408_LNBYT5954Z_1,54408_LNBYT5954Z,54408_LNBYT5954Z,1
54408_LNBYT5954Z_2,54408_LNBYT5954Z_2,54408_LNBYT5954Z,54408_LNBYT5954Z,2
54536_LNBYT5954Z_1,54536_LNBYT5954Z_1,54536_LNBYT5954Z,54536_LNBYT5954Z,1
54753_LNBYT5954Z_1,54753_LNBYT5954Z_1,54753_LNBYT5954Z,54753_LNBYT5954Z,1
54753_LNBYT5954Z_2,54753_LNBYT5954Z_2,54753_LNBYT5954Z,54753_LNBYT5954Z,2
54791_LNBYT5954Z_1,54791_LNBYT5954Z_1,54791_LNBYT5954Z,54791_LNBYT5954Z,1
54791_LNBYT5954Z_2,54791_LNBYT5954Z_2,54791_LNBYT5954Z,54791_LNBYT5954Z,2
54849_LNBYT5954Z_1,54849_LNBYT5954Z_1,54849_LNBYT5954Z,54849_LNBYT5954Z,1
54849_LNBYT5954Z_2,54849_LNBYT5954Z_2,54849_LNBYT5954Z,54849_LNBYT5954Z,2
54859_LNBYT5954Z_1,54859_LNBYT5954Z_1,54859_LNBYT5954Z,54859_LNBYT5954Z,1
54859_LNBYT5954Z_2,54859_LNBYT5954Z_2,54859_LNBYT5954Z,54859_LNBYT5954Z,2
55264_LNBYT5954Z_1,55264_LNBYT5954Z_1,55264_LNBYT5954Z,55264_LNBYT5954Z,1
